a, 1540139337.0691, -0.2911, 0.4686, -0.2265, 0.8027, 5, -1, -1, -15, -2, 0, 1, 2, 
a, 1540139337.1370, -0.2928, 0.4684, -0.2287, 0.8016, -9, -2, -2, 2, 14, 9, -4, -4, 
a, 1540139337.1888, -0.2940, 0.4685, -0.2286, 0.8011, 3, 2, -7, -5, -22, -6, 0, 3, 
a, 1540139337.2726, -0.2940, 0.4684, -0.2286, 0.8011, -7, -6, 2, 10, 12, 3, 0, -6, 
a, 1540139337.3314, -0.2927, 0.4685, -0.2286, 0.8016, 3, -20, -5, -11, -20, -1, 6, 6, 
a, 1540139337.3913, -0.2918, 0.4680, -0.2296, 0.8019, -1, -4, -1, -4, -17, -11, -1, -1, 
a, 1540139337.4511, -0.2902, 0.4688, -0.2302, 0.8019, -6, -4, -5, -15, -4, -6, -5, -2, 
a, 1540139337.5129, -0.2895, 0.4700, -0.2303, 0.8013, 6, 4, 0, -6, -23, -7, -4, 1, 
a, 1540139337.5629, -0.2883, 0.4712, -0.2302, 0.8011, -1, 8, -2, 3, 4, 1, -5, 0, 
a, 1540139337.6167, -0.2880, 0.4717, -0.2302, 0.8010, 2, 1, -4, -23, -3, 8, 1, 0, 
a, 1540139337.6765, -0.2883, 0.4718, -0.2300, 0.8008, -6, 0, -4, -5, 3, 4, -4, -2, 
a, 1540139337.7365, -0.2881, 0.4717, -0.2302, 0.8009, -10, -4, 1, -5, 1, 5, 0, -4, 
a, 1540139337.7972, -0.2891, 0.4708, -0.2316, 0.8007, -3, -7, 2, -15, -3, 1, -2, -3, 
a, 1540139337.8570, -0.2898, 0.4706, -0.2316, 0.8005, -4, 11, 4, 22, 10, 6, 7, 2, 
a, 1540139337.9169, -0.2898, 0.4708, -0.2313, 0.8005, 4, 0, -1, -10, -2, 1, 1, 0, 
a, 1540139337.9677, -0.2892, 0.4710, -0.2314, 0.8005, -10, -5, -3, -12, -12, -12, -7, -9, 
a, 1540139338.0206, -0.2890, 0.4713, -0.2316, 0.8004, 2, 2, -4, -3, 16, 3, -2, -1, 
a, 1540139338.0734, -0.2898, 0.4715, -0.2317, 0.8000, 2, 0, 3, 5, 3, 3, -1, 1, 
a, 1540139338.1253, -0.2925, 0.4704, -0.2318, 0.7996, 15, 9, 1, -4, -11, 5, 3, 9, 
a, 1540139338.1792, -0.2919, 0.4698, -0.2327, 0.8000, -1, 1, 0, 3, -5, -5, -1, -2, 
a, 1540139338.2312, -0.2925, 0.4698, -0.2322, 0.7999, 1, 0, 2, 7, -9, 0, 3, 2, 
a, 1540139338.2919, -0.2898, 0.4703, -0.2318, 0.8007, -13, 14, 8, 44, 43, 3, -10, -4, 
a, 1540139338.3457, -0.2893, 0.4705, -0.2316, 0.8008, -7, -3, -8, -17, -21, -9, -4, -4, 
a, 1540139338.3957, -0.2910, 0.4712, -0.2291, 0.8005, -3, -9, 1, -3, -15, -8, -1, -4, 
a, 1540139338.4565, -0.2883, 0.4717, -0.2293, 0.8011, 1, 0, 2, -2, -2, -3, -4, -3, 
a, 1540139338.5083, -0.2853, 0.4711, -0.2306, 0.8021, -2, 1, -2, -3, 2, -2, -2, -3, 
a, 1540139338.5691, -0.2843, 0.4708, -0.2302, 0.8028, -5, -1, -3, -5, 2, -1, -3, -2, 
a, 1540139338.6210, -0.2827, 0.4714, -0.2281, 0.8036, -1, -6, -5, -2, 0, 0, -3, 6, 
a, 1540139338.6728, -0.2816, 0.4720, -0.2281, 0.8036, -2, -3, -2, 8, 6, 8, -2, -2, 
a, 1540139338.7257, -0.2822, 0.4719, -0.2289, 0.8032, 2, 0, 2, -1, -5, 5, -1, 1, 
a, 1540139338.7787, -0.2827, 0.4717, -0.2289, 0.8032, -1, -1, 6, 8, 13, 0, 0, -3, 
a, 1540139338.8306, -0.2834, 0.4718, -0.2278, 0.8032, 0, 1, 2, 7, 10, 0, -1, 4, 
a, 1540139338.8835, -0.2825, 0.4713, -0.2279, 0.8038, 0, 0, -2, 3, 7, 1, -2, -1, 
a, 1540139338.9362, -0.2820, 0.4709, -0.2288, 0.8039, 1, -2, -3, -3, 0, 2, 0, -1, 
a, 1540139338.9883, -0.2811, 0.4709, -0.2295, 0.8040, -2, -4, -5, -1, -5, -7, -1, -2, 
a, 1540139339.0400, -0.2812, 0.4710, -0.2299, 0.8038, 2, -4, -3, -10, -26, -9, 0, -2, 
a, 1540139339.1008, -0.2818, 0.4709, -0.2306, 0.8035, 0, 0, 3, 6, 6, -1, 0, 1, 
a, 1540139339.1536, -0.2817, 0.4708, -0.2307, 0.8035, 4, 5, -2, -6, -13, -12, -6, -3, 
a, 1540139339.2066, -0.2802, 0.4711, -0.2311, 0.8038, -5, -13, -2, -11, -11, -10, -2, -3, 
a, 1540139339.2584, -0.2772, 0.4720, -0.2319, 0.8041, -3, -3, -4, -66, -87, -25, -2, -4, 
a, 1540139339.3282, -0.2825, 0.4708, -0.2303, 0.8034, -2, -5, -2, -16, -28, -13, -5, -5, 
a, 1540139339.3781, -0.2841, 0.4724, -0.2290, 0.8022, 7, 16, 0, -7, -12, -12, -9, 0, 
a, 1540139339.4309, -0.2845, 0.4725, -0.2298, 0.8019, -4, -12, -9, 9, -13, -4, -9, -4, 
a, 1540139339.4848, -0.2866, 0.4720, -0.2288, 0.8016, -7, 7, 9, 11, 40, 10, -1, -6, 
a, 1540139339.5356, -0.2869, 0.4720, -0.2290, 0.8015, -1, -9, 0, 14, 19, 14, 4, 3, 
a, 1540139339.6054, -0.2866, 0.4716, -0.2299, 0.8016, 6, 9, 3, 1, -7, -1, -8, 3, 
a, 1540139339.6633, -0.2855, 0.4716, -0.2307, 0.8018, 9, -1, 0, -5, -1, 3, -5, 1, 
a, 1540139339.7241, -0.2850, 0.4719, -0.2313, 0.8016, 3, 5, -3, -7, -17, -2, -4, 4, 
a, 1540139339.7751, -0.2878, 0.4717, -0.2310, 0.8008, 1, -6, -10, -21, -6, -9, -15, 1, 
a, 1540139339.8278, -0.2886, 0.4716, -0.2299, 0.8008, -10, -6, -5, 1, -2, 4, -10, -5, 
a, 1540139339.8807, -0.2886, 0.4710, -0.2300, 0.8012, -7, -20, -7, -2, 5, 12, 3, -3, 
a, 1540139339.9326, -0.2883, 0.4701, -0.2303, 0.8018, -5, -5, 0, 1, 8, 9, -15, -1, 
a, 1540139339.9936, -0.2891, 0.4702, -0.2301, 0.8015, -1, -16, -1, -4, -17, -8, -7, -1, 
a, 1540139340.0473, -0.2886, 0.4700, -0.2297, 0.8019, 5, 4, -10, -20, -6, 10, 11, 9, 
a, 1540139340.0981, -0.2886, 0.4701, -0.2303, 0.8016, 6, 1, 1, -1, -17, 0, -5, 0, 
a, 1540139340.1510, -0.2893, 0.4703, -0.2309, 0.8011, -2, -1, 4, 1, 0, -9, -6, -7, 
a, 1540139340.2038, -0.2895, 0.4709, -0.2324, 0.8002, 3, -9, -11, -21, -6, -3, -7, -2, 
a, 1540139340.2557, -0.2908, 0.4710, -0.2330, 0.7996, -7, 9, 4, 13, -50, -29, -12, -9, 
a, 1540139340.3076, -0.2909, 0.4711, -0.2330, 0.7994, -9, -3, -2, 3, -1, -5, 22, 1, 
a, 1540139340.3605, -0.2915, 0.4706, -0.2333, 0.7994, 9, -5, -2, -5, 5, 5, -5, 3, 
a, 1540139340.4284, -0.2916, 0.4706, -0.2333, 0.7994, -1, -8, 4, 22, 37, 17, 13, 2, 
a, 1540139340.4892, -0.2914, 0.4708, -0.2334, 0.7994, 1, 2, -3, -1, -10, -5, -6, 0, 
a, 1540139340.5489, -0.2908, 0.4708, -0.2341, 0.7994, -3, -3, -4, -1, -10, 3, 2, 4, 
a, 1540139340.6008, -0.2905, 0.4714, -0.2346, 0.7989, -7, -13, -16, -30, -18, -6, -18, -5, 
a, 1540139340.6616, -0.2909, 0.4720, -0.2346, 0.7985, -3, 6, -6, -7, -13, -8, -8, -7, 
a, 1540139340.7205, -0.2912, 0.4717, -0.2360, 0.7981, -2, -2, -6, -6, -7, -1, 9, -2, 
a, 1540139340.7805, -0.2913, 0.4710, -0.2401, 0.7972, 14, 9, 5, 10, 17, 1, -2, 13, 
a, 1540139340.8401, -0.2921, 0.4705, -0.2430, 0.7964, -2, -6, -1, -4, -3, 3, -4, -1, 
a, 1540139340.9010, -0.2913, 0.4694, -0.2434, 0.7972, -1, -2, 2, -12, -11, -1, 5, 2, 
a, 1540139340.9610, -0.2906, 0.4681, -0.2409, 0.7990, -3, -7, -4, -11, -16, -13, -8, -8, 
a, 1540139341.0207, -0.2905, 0.4682, -0.2387, 0.7996, 7, 10, 2, 11, 27, 13, -2, 2, 
a, 1540139341.0815, -0.2914, 0.4691, -0.2375, 0.7991, -3, -2, -5, -7, 4, 0, 9, -5, 
a, 1540139341.1325, -0.2917, 0.4684, -0.2372, 0.7995, -1, -7, 2, 13, 1, 1, -2, -1, 
a, 1540139341.1862, -0.2922, 0.4672, -0.2385, 0.7996, 5, 9, 1, 14, 0, -1, 0, 2, 
a, 1540139341.2381, -0.2932, 0.4670, -0.2390, 0.7992, 2, -3, 1, 8, -5, -2, 2, -2, 
a, 1540139341.2981, -0.2921, 0.4675, -0.2386, 0.7995, 5, 5, 1, 7, 8, 7, -3, 5, 
a, 1540139341.3520, -0.2916, 0.4675, -0.2387, 0.7996, -3, -5, -3, -8, -11, -2, 2, 1, 
a, 1540139341.4038, -0.2908, 0.4672, -0.2388, 0.8000, 2, 0, 1, -3, 5, 2, 6, 0, 
a, 1540139341.4637, -0.2886, 0.4670, -0.2391, 0.8008, 0, -6, -3, 1, 3, -3, 1, -1, 
a, 1540139341.5235, -0.2885, 0.4688, -0.2395, 0.7997, -1, -2, -1, -1, 0, -1, -5, -5, 
a, 1540139341.5764, -0.2908, 0.4701, -0.2387, 0.7984, -6, -6, -4, 1, 5, 0, 3, 2, 
a, 1540139341.6304, -0.2910, 0.4702, -0.2386, 0.7983, -2, -4, 4, 2, -14, -7, -1, -4, 
a, 1540139341.6911, -0.2910, 0.4700, -0.2389, 0.7983, 4, 9, 6, 7, 11, 4, -2, 0, 
a, 1540139341.7499, -0.2913, 0.4705, -0.2397, 0.7977, -7, -5, -2, -6, 14, -2, -15, -5, 
a, 1540139341.8009, -0.2908, 0.4714, -0.2401, 0.7972, 1, 0, 4, 4, -12, -7, -4, 1, 
a, 1540139341.8616, -0.2900, 0.4717, -0.2404, 0.7972, 6, 10, -1, -4, 13, -2, 0, -1, 
a, 1540139341.9534, -0.2899, 0.4715, -0.2408, 0.7972, -10, -5, -2, -10, 0, 7, -6, -5, 
a, 1540139342.0062, -0.2899, 0.4716, -0.2408, 0.7972, -3, -1, 2, -1, -3, -4, 3, -2, 
a, 1540139342.0631, -0.2888, 0.4721, -0.2410, 0.7972, -9, -2, 4, 16, -3, -2, 0, -3, 
a, 1540139342.1161, -0.2887, 0.4733, -0.2413, 0.7964, -4, -5, -3, 12, -9, -5, -1, -2, 
a, 1540139342.1688, -0.2895, 0.4733, -0.2415, 0.7961, -1, -2, 3, 3, 5, 1, 1, 0, 
a, 1540139342.2207, -0.2901, 0.4725, -0.2414, 0.7964, -3, -1, 1, 10, -8, -8, -2, -2, 
a, 1540139342.2805, -0.2902, 0.4714, -0.2415, 0.7970, -3, 0, -5, 0, 0, 1, 3, -2, 
a, 1540139342.3334, -0.2894, 0.4719, -0.2422, 0.7968, -1, -1, 0, -5, -5, -2, -2, 1, 
a, 1540139342.3872, -0.2885, 0.4725, -0.2427, 0.7966, -1, 1, -4, 2, -3, -4, 1, -2, 
a, 1540139342.4462, -0.2871, 0.4730, -0.2433, 0.7966, -4, -7, -10, -8, -10, -7, -3, -1, 
a, 1540139342.5059, -0.2866, 0.4738, -0.2435, 0.7963, -2, 3, -5, -5, -9, -5, -1, 0, 
a, 1540139342.5747, -0.2873, 0.4746, -0.2431, 0.7957, 2, -5, 0, 3, -4, -5, 0, 2, 
a, 1540139342.6256, -0.2880, 0.4739, -0.2432, 0.7958, 0, 5, -3, 6, 9, 3, 4, 0, 
a, 1540139342.6864, -0.2882, 0.4738, -0.2430, 0.7959, -4, 5, -1, 3, 0, -1, 0, -2, 
a, 1540139342.7413, -0.2881, 0.4736, -0.2432, 0.7959, -3, -2, 1, 7, -5, 2, -1, 0, 
a, 1540139342.8230, -0.2881, 0.4736, -0.2432, 0.7958, 4, 7, 2, 10, 16, 2, 3, 4, 
a, 1540139342.8829, -0.2891, 0.4739, -0.2434, 0.7953, 0, -3, 1, 9, 23, 10, 5, 4, 
a, 1540139342.9347, -0.2889, 0.4742, -0.2440, 0.7950, -9, -11, 0, -9, -20, -9, -2, -3, 
a, 1540139342.9856, -0.2886, 0.4742, -0.2445, 0.7949, 2, 8, 8, 16, 25, 4, 0, 1, 
a, 1540139343.0465, -0.2885, 0.4744, -0.2448, 0.7948, -4, -2, -1, 6, 18, -5, -1, 0, 
a, 1540139343.1003, -0.2888, 0.4742, -0.2451, 0.7947, 1, -3, 3, -4, -7, -1, -1, 3, 
a, 1540139343.1601, -0.2884, 0.4743, -0.2453, 0.7948, 0, -6, 2, -5, 8, 5, -2, 0, 
a, 1540139343.2100, -0.2884, 0.4743, -0.2455, 0.7947, -6, -3, -4, -8, 1, 4, -3, -3, 
a, 1540139343.2639, -0.2877, 0.4744, -0.2459, 0.7948, -11, -4, -1, 10, 5, 4, -5, -6, 
a, 1540139343.3249, -0.2872, 0.4745, -0.2465, 0.7947, -1, 8, -3, 2, -2, -2, -5, -1, 
a, 1540139343.3766, -0.2865, 0.4751, -0.2470, 0.7944, -6, -21, 1, 3, 3, 8, 1, 1, 
a, 1540139343.4374, -0.2859, 0.4760, -0.2473, 0.7940, 4, 17, -3, -13, 4, -4, -3, -3, 
a, 1540139343.4893, -0.2858, 0.4765, -0.2478, 0.7936, -4, 2, 0, -3, 4, -2, -3, -3, 
a, 1540139343.5401, -0.2852, 0.4763, -0.2486, 0.7937, 2, 11, 5, 3, 2, -1, -5, -4, 
a, 1540139343.6030, -0.2850, 0.4759, -0.2489, 0.7939, -1, 4, 5, 7, 9, 1, -2, 1, 
a, 1540139343.6558, -0.2846, 0.4758, -0.2490, 0.7941, 0, -6, -2, -13, -22, -9, -1, 0, 
a, 1540139343.7147, -0.2831, 0.4763, -0.2493, 0.7943, 0, -10, -1, -1, -10, 0, -2, 1, 
a, 1540139343.7675, -0.2808, 0.4761, -0.2501, 0.7949, -1, 9, 0, 0, 5, 0, -1, -3, 
a, 1540139343.8274, -0.2803, 0.4750, -0.2514, 0.7953, -5, -8, 1, 1, 2, -3, -4, 2, 
a, 1540139343.8802, -0.2806, 0.4741, -0.2521, 0.7955, -8, -10, -4, 1, -3, -4, -4, -6, 
a, 1540139343.9321, -0.2807, 0.4741, -0.2521, 0.7955, 0, 9, 6, 8, 7, 2, 4, 1, 
a, 1540139344.0009, -0.2803, 0.4745, -0.2524, 0.7953, -3, -11, -1, 6, -1, -6, -3, -1, 
a, 1540139344.0508, -0.2797, 0.4756, -0.2534, 0.7946, -1, 2, 6, 2, -4, 1, 2, -1, 
a, 1540139344.1056, -0.2797, 0.4756, -0.2533, 0.7946, -1, 0, 0, 3, -9, -7, -3, 1, 
a, 1540139344.1565, -0.2797, 0.4758, -0.2531, 0.7946, -5, -1, -2, -1, -5, -7, -1, -4, 
a, 1540139344.2083, -0.2809, 0.4756, -0.2525, 0.7944, -5, -7, 2, 4, -9, -1, 2, -5, 
a, 1540139344.2692, -0.2815, 0.4751, -0.2522, 0.7946, 6, 12, -7, 0, 3, 1, 2, 0, 
a, 1540139344.3220, -0.2812, 0.4748, -0.2525, 0.7948, 1, 0, -4, -21, -15, -4, -1, -2, 
a, 1540139344.3819, -0.2808, 0.4747, -0.2532, 0.7947, 5, 8, 2, -3, -6, -5, 1, 0, 
a, 1540139344.4507, -0.2805, 0.4753, -0.2535, 0.7944, -2, 9, 0, 3, -2, 5, 0, 1, 
a, 1540139344.5176, -0.2805, 0.4757, -0.2536, 0.7942, -4, -5, -3, 3, 7, 0, -3, 0, 
a, 1540139344.5764, -0.2811, 0.4755, -0.2531, 0.7943, 1, 0, 2, 6, 6, 5, 0, 0, 
a, 1540139344.6283, -0.2816, 0.4754, -0.2531, 0.7941, 3, -1, 0, 4, -4, -2, 2, 0, 
a, 1540139344.6812, -0.2817, 0.4753, -0.2527, 0.7942, 1, -2, -2, -4, 1, -2, 0, 0, 
a, 1540139344.7491, -0.2816, 0.4753, -0.2529, 0.7942, 2, 2, -1, 5, -3, -5, -1, 2, 
a, 1540139344.8008, -0.2816, 0.4754, -0.2529, 0.7942, 5, 6, 0, -1, -10, -3, 0, 2, 
b, 1540139360.8062, -0.6001, 0.3217, -0.3038, 0.6664, -3, -3, -3, 1, 2, -2, -2, -1, 
b, 1540139360.8611, -0.5994, 0.3205, -0.3043, 0.6674, 6, 3, 1, 7, 0, -3, -1, -1, 
b, 1540139360.9180, -0.5986, 0.3208, -0.3050, 0.6677, 2, 1, 6, 53, -14, 5, 1, 3, 
b, 1540139360.9708, -0.5976, 0.3221, -0.3054, 0.6677, -1, -2, 0, 5, 1, -3, -1, -1, 
b, 1540139361.0236, -0.5955, 0.3225, -0.3068, 0.6688, -5, -1, 10, 27, 4, 1, -5, -2, 
b, 1540139361.0838, -0.5939, 0.3214, -0.3076, 0.6704, 4, 3, 4, -5, -2, -1, 0, 1, 
b, 1540139361.1357, -0.5925, 0.3210, -0.3077, 0.6718, -3, -1, -3, -23, 1, -2, -2, -1, 
b, 1540139361.1877, -0.5917, 0.3199, -0.3077, 0.6730, -1, -3, -7, -56, 5, 3, 1, 2, 
b, 1540139361.2494, -0.5896, 0.3182, -0.3077, 0.6756, -2, -2, -5, -5, -7, -7, -3, -1, 
b, 1540139361.3015, -0.5877, 0.3140, -0.3085, 0.6788, 3, 3, 1, 1, -3, 2, 5, 1, 
b, 1540139361.3536, -0.5867, 0.3120, -0.3084, 0.6807, -3, -1, 1, 6, 1, -2, 0, -1, 
b, 1540139361.4136, -0.5833, 0.3065, -0.3098, 0.6855, 1, 0, 2, 11, 10, 7, 2, 2, 
b, 1540139361.4733, -0.5791, 0.3073, -0.3121, 0.6877, -3, -1, -1, 0, -1, -1, -4, 0, 
b, 1540139361.5421, -0.5688, 0.3027, -0.3147, 0.6970, 2, 0, -2, -11, 6, 2, 1, 1, 
b, 1540139361.5940, -0.5625, 0.3003, -0.3170, 0.7021, -2, -2, -1, 1, -1, 0, 0, 1, 
b, 1540139361.6538, -0.5522, 0.2958, -0.3162, 0.7124, 1, -1, -5, -2, 0, 1, 2, -2, 
b, 1540139361.7137, -0.5479, 0.2964, -0.3101, 0.7181, -2, 0, 1, -6, 5, 2, 1, -3, 
b, 1540139361.7737, -0.5417, 0.2971, -0.3053, 0.7245, 1, -2, -2, -5, 2, 2, -3, -3, 
b, 1540139361.8343, -0.5343, 0.2995, -0.3016, 0.7307, -2, -1, 1, 0, 6, -1, 0, -1, 
b, 1540139361.8932, -0.5269, 0.3038, -0.2960, 0.7365, -2, 1, 4, 29, -18, -5, -3, 0, 
b, 1540139361.9470, -0.5198, 0.3064, -0.2931, 0.7416, 0, 0, -4, -6, 2, -2, 3, 3, 
b, 1540139361.9991, -0.5050, 0.3121, -0.2911, 0.7502, -2, 1, -5, -25, 11, -2, -2, 0, 
b, 1540139362.0597, -0.4797, 0.3167, -0.2913, 0.7646, 2, -1, 1, 0, -4, -5, -3, 0, 
b, 1540139362.1106, -0.4485, 0.3297, -0.2865, 0.7797, -4, 0, 4, 6, 1, -6, -4, -2, 
b, 1540139362.1625, -0.4344, 0.3356, -0.2814, 0.7870, 1, 3, 8, 46, -1, 2, 3, 4, 
b, 1540139362.2153, -0.4172, 0.3475, -0.2733, 0.7940, 0, 1, 11, 1, 8, 8, 4, 5, 
